,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blueprint Name,Best Price,Outer Ring,The Forge,The Citadel,Black Rise,Molden Heath,Heimatar,Metropolis,Tash-Murkon,Devoid,The Bleak Lands,Domain,Kador,Aridia,Kor-Azor,Genesis,Sinq Laison,Everyshore,Solitude,Placid,Essence,Verge Vendor,Derelik,Khanid,Syndicate,Venal,Curse,Lonetrek,Great Wildlands,Stain
Armor EM Resistance Script Blueprint,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
Armor Thermal Resistance Script Blueprint,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
Armor Kinetic Resistance Script Blueprint,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
Armor Explosive Resistance Script Blueprint,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
Shield EM Resistance Script Blueprint,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
Shield Thermal Resistance Script Blueprint,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
Shield Kinetic Resistance Script Blueprint,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
Shield Explosive Resistance Script Blueprint,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00"
Defender Launcher I Blueprint,"5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00",,"5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00","5,000,000.00",,,,,"5,000,000.00",,
Heavy Energy Neutralizer I Blueprint,"4,996,740.00",,"4,996,740.00","4,996,740.00",,"4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00","4,996,740.00",,,"4,996,740.00",,,"4,996,740.00",,
Bestower Blueprint,"4,977,500.00",,,,,,,,"4,977,500.00",,"4,977,500.00","4,977,500.00","4,977,500.00","4,977,500.00","4,977,500.00","4,977,500.00",,,,,,,,,,,,,,
Sigil Blueprint,"4,977,500.00",,,,,,,,"4,977,500.00",,"4,977,500.00","4,977,500.00","4,977,500.00","4,977,500.00","4,977,500.00","4,977,500.00",,,,,,,,,,,,,,
Hoarder Blueprint,"4,525,000.00",,,,,"4,525,000.00","4,525,000.00","4,525,000.00",,,,,,,,,,,,,,,,,,,,,,
Miasmos Blueprint,"4,287,500.00",,,,,,,,,,,,,,,,"4,287,500.00",,"4,287,500.00","4,287,500.00","4,287,500.00","4,287,500.00",,,,,,,,
Inferno Cruise Missile Blueprint,"4,000,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,,,,,"4,000,000.00",,
Multifrequency L Blueprint,"4,000,000.00",,,,,,,,"4,000,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,,,,,,,
Inferno Auto-Targeting Cruise Missile I Blueprint,"4,000,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,,"4,000,000.00",,
Berserker I Blueprint,"4,000,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,,"4,000,000.00",,
800mm Steel Plates I Blueprint,"4,000,000.00",,"4,000,000.00",,,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,"4,000,000.00","4,000,000.00",,"4,000,000.00",,,,,,,
Iridium Charge XL Blueprint,"4,000,000.00","4,000,000.00","4,000,000.00",,,,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,"4,000,000.00",,,,"4,000,000.00","4,000,000.00",,,,,,"4,000,000.00",,
Proton XL Blueprint,"4,000,000.00",,,,,"4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Berserker TP-900 Blueprint,"4,000,000.00",,"4,000,000.00",,,"4,000,000.00","4,000,000.00","4,000,000.00",,,,"4,000,000.00","4,000,000.00","4,000,000.00",,,,"4,000,000.00",,,"4,000,000.00",,,,,,,,,
Berserker SW-900 Blueprint,"4,000,000.00",,"4,000,000.00",,,"4,000,000.00","4,000,000.00","4,000,000.00",,,,"4,000,000.00","4,000,000.00","4,000,000.00",,,,"4,000,000.00",,,"4,000,000.00",,,,,,,,,
Large Audit Log Secure Container Blueprint,"4,000,000.00",,,,,,,"4,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Enormous Freight Container Blueprint,"4,000,000.00",,,,,,,,,,,,,,,,"4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00","4,000,000.00",,,,,,,,
Cap Booster 400 Blueprint,"3,750,000.00",,"3,750,000.00",,,"3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00","3,750,000.00",,,"3,750,000.00",,,"3,750,000.00","3,750,000.00",,,,,,
Large EMP Smartbomb I Blueprint,"3,600,000.00",,"3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00",,"3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00",,"3,600,000.00","3,600,000.00","3,600,000.00","3,600,000.00",,,,,,"3,600,000.00",,
Gamma L Blueprint,"3,500,000.00",,,,,,,,"3,500,000.00",,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,,,,,,,,,,,,,
Armor Explosive Hardener I Blueprint,"3,500,000.00",,"3,500,000.00",,,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,,"3,500,000.00",,,"3,500,000.00",,,,,,,
Shield Boost Amplifier I Blueprint,"3,500,000.00",,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,"3,500,000.00","3,500,000.00","3,500,000.00",,,"3,500,000.00",,,"3,500,000.00",,
Deep Core Mining Laser I Blueprint,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,"3,500,000.00",,,"3,500,000.00",,
Ice Mining Laser I Blueprint,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,"3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00","3,500,000.00",,,,,,,"3,500,000.00",,
Badger Blueprint,"3,487,500.00",,"3,487,500.00","3,487,500.00","3,487,500.00",,,,,,,,,,,,,,,,,,,,,,,"3,487,500.00",,
Kryos Blueprint,"3,425,000.00",,,,,,,,,,,,,,,,"3,425,000.00",,"3,425,000.00","3,425,000.00","3,425,000.00","3,425,000.00",,,,,,,,
Large Plasma Smartbomb I Blueprint,"3,400,000.00",,"3,400,000.00","3,400,000.00","3,400,000.00","3,400,000.00","3,400,000.00","3,400,000.00","3,400,000.00",,"3,400,000.00","3,400,000.00","3,400,000.00","3,400,000.00","3,400,000.00","3,400,000.00","3,400,000.00",,"3,400,000.00","3,400,000.00","3,400,000.00","3,400,000.00",,,,,,"3,400,000.00",,
Wreathe Blueprint,"3,225,000.00",,,,,"3,225,000.00","3,225,000.00","3,225,000.00",,,,,,,,,,,,,,,,,,,,,,
Large Graviton Smartbomb I Blueprint,"3,200,000.00",,"3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00",,"3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00",,"3,200,000.00","3,200,000.00","3,200,000.00","3,200,000.00",,,,,,"3,200,000.00",,
Large Hull Repairer I Blueprint,"3,125,000.00",,,,,,,,"3,125,000.00","3,125,000.00",,"3,125,000.00",,,"3,125,000.00","3,125,000.00","3,125,000.00","3,125,000.00","3,125,000.00","3,125,000.00","3,125,000.00",,,,,,,,,
Nereus Blueprint,"3,100,000.00",,,,,,,,,,,,,,,,"3,100,000.00",,"3,100,000.00","3,100,000.00","3,100,000.00","3,100,000.00",,,,,,,,
Scourge Cruise Missile Blueprint,"3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,"3,000,000.00",,
Radio L Blueprint,"3,000,000.00",,,,,,,,"3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,
Scourge Auto-Targeting Cruise Missile I Blueprint,"3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,"3,000,000.00",,
Large Proton Smartbomb I Blueprint,"3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,"3,000,000.00",,
Armor Kinetic Hardener I Blueprint,"3,000,000.00",,"3,000,000.00",,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,"3,000,000.00",,,"3,000,000.00",,,,,,,
Tungsten Charge XL Blueprint,"3,000,000.00","3,000,000.00","3,000,000.00",,,,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,"3,000,000.00",,,,"3,000,000.00","3,000,000.00",,,,,,"3,000,000.00",,
Nuclear XL Blueprint,"3,000,000.00",,,,,"3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Large Remote Hull Repairer I Blueprint,"3,000,000.00",,,,,,,,"3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00",,,"3,000,000.00","3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,,
Discovery Survey Probe I Blueprint,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,"3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00","3,000,000.00",,,,,,,"3,000,000.00",,
Tormentor Blueprint,"2,875,000.00",,,,,,,,"2,875,000.00",,"2,875,000.00","2,875,000.00","2,875,000.00",,,"2,875,000.00",,,,,,,,,,,,,,
Punisher Blueprint,"2,875,000.00",,,,,,,,"2,875,000.00",,"2,875,000.00","2,875,000.00","2,875,000.00",,,"2,875,000.00",,,,,,,,,,,,,,
Kestrel Blueprint,"2,850,000.00",,"2,850,000.00","2,850,000.00","2,850,000.00",,,,,,,,,,,,,,,,,,,,,,,"2,850,000.00",,
Merlin Blueprint,"2,850,000.00",,"2,850,000.00","2,850,000.00","2,850,000.00",,,,,,,,,,,,,,,,,,,,,,,"2,850,000.00",,
Tristan Blueprint,"2,825,000.00",,,,,,,,,,,,,,,,"2,825,000.00",,"2,825,000.00","2,825,000.00","2,825,000.00","2,825,000.00",,,,,,,,
Incursus Blueprint,"2,825,000.00",,,,,,,,,,,,,,,,"2,825,000.00","2,825,000.00","2,825,000.00","2,825,000.00","2,825,000.00","2,825,000.00",,,,,,,,
Venture Blueprint,"2,825,000.00","2,825,000.00",,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rifter Blueprint,"2,800,000.00",,,,,"2,800,000.00","2,800,000.00","2,800,000.00",,,,,,,,,,,,,,,,,,,,,,
Breacher Blueprint,"2,800,000.00",,"2,800,000.00","2,800,000.00",,"2,800,000.00","2,800,000.00","2,800,000.00","2,800,000.00",,"2,800,000.00","2,800,000.00","2,800,000.00",,"2,800,000.00","2,800,000.00","2,800,000.00","2,800,000.00","2,800,000.00","2,800,000.00","2,800,000.00","2,800,000.00",,,,,,"2,800,000.00",,
Magnate Blueprint,"2,775,000.00",,,,,,,,"2,775,000.00",,"2,775,000.00","2,775,000.00","2,775,000.00",,,"2,775,000.00",,,,,,,,,,,,,,
Heron Blueprint,"2,750,000.00",,"2,750,000.00","2,750,000.00","2,750,000.00",,,,,,,,,,,,,,,,,,,,,,,"2,750,000.00",,
Imicus Blueprint,"2,725,000.00",,,,,,,,,,,,,,,,"2,725,000.00","2,725,000.00","2,725,000.00","2,725,000.00","2,725,000.00","2,725,000.00",,,,,,,,
Probe Blueprint,"2,700,000.00",,,,,"2,700,000.00","2,700,000.00","2,700,000.00",,,,,,,,,,,,,,,,,,,,,,
Inquisitor Blueprint,"2,575,000.00",,,,,,,,"2,575,000.00",,"2,575,000.00","2,575,000.00","2,575,000.00","2,575,000.00","2,575,000.00","2,575,000.00",,,,,,,,,,,,,,
Bantam Blueprint,"2,550,000.00",,"2,550,000.00","2,550,000.00","2,550,000.00",,,,,,,,,,,,,,,,,,,,,,,"2,550,000.00",,
Navitas Blueprint,"2,525,000.00",,,,,,,,,,,,,,,,"2,525,000.00",,"2,525,000.00","2,525,000.00","2,525,000.00","2,525,000.00",,,,,,,,
Nova Cruise Missile Blueprint,"2,500,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,,,,,,,,,,,"2,500,000.00",,
Burst Blueprint,"2,500,000.00",,,"2,500,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,,,,,"2,500,000.00",,
Xray L Blueprint,"2,500,000.00",,,,,,,,"2,500,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,,,,,,,,,,,,,
Nova Auto-Targeting Cruise Missile I Blueprint,"2,500,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,,,,,"2,500,000.00",,
Armor Thermal Hardener I Blueprint,"2,500,000.00",,"2,500,000.00",,,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,,"2,500,000.00",,,"2,500,000.00",,,,,,,
Cap Booster 200 Blueprint,"2,500,000.00",,"2,500,000.00",,,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,,"2,500,000.00",,,"2,500,000.00","2,500,000.00",,,,,,
Medium Armor Maintenance Bot I Blueprint,"2,500,000.00",,"2,500,000.00",,,"2,500,000.00","2,500,000.00","2,500,000.00",,,,"2,500,000.00","2,500,000.00","2,500,000.00",,,,"2,500,000.00",,,"2,500,000.00",,,,,,,,,
Medium Shield Maintenance Bot I Blueprint,"2,500,000.00",,"2,500,000.00",,,"2,500,000.00","2,500,000.00","2,500,000.00",,,,"2,500,000.00","2,500,000.00","2,500,000.00",,,,"2,500,000.00",,,"2,500,000.00",,,,,,,,,
Giant Secure Container Blueprint,"2,500,000.00",,,,,,,,"2,500,000.00",,"2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00","2,500,000.00",,,,,,,,,,,,,,
Medium Hull Maintenance Bot I Blueprint,"2,500,000.00",,"2,500,000.00",,,"2,500,000.00","2,500,000.00","2,500,000.00",,,,"2,500,000.00","2,500,000.00","2,500,000.00",,,,"2,500,000.00",,,"2,500,000.00",,,,,,,,,
Heavy Fleeting Compact Warp Disruptor Blueprint,"2,400,000.00",,,"2,400,000.00",,"2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00",,"2,400,000.00",,"2,400,000.00","2,400,000.00","2,400,000.00",,"2,400,000.00",,,,"2,400,000.00",,,,,,,"2,400,000.00",,
Heavy J5 Enduring Warp Disruptor Blueprint,"2,400,000.00",,,,,,,,"2,400,000.00",,"2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00",,,,,,,,,,,,,,
Heavy Faint Scoped Warp Disruptor Blueprint,"2,400,000.00",,"2,400,000.00","2,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,"2,400,000.00",,
Heavy Initiated Compact Warp Scrambler Blueprint,"2,400,000.00",,,,,,,,,,,,,,,,"2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00",,,,,,,,,
Heavy J5b Enduring Warp Scrambler Blueprint,"2,400,000.00",,,,,,,,"2,400,000.00",,"2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00","2,400,000.00",,,,,,,,,,,,,,
Heavy Faint Epsilon Scoped Warp Scrambler Blueprint,"2,400,000.00",,"2,400,000.00","2,400,000.00",,,,,,,,,,,,,,,,,,,,,,,,"2,400,000.00",,
Crucifier Blueprint,"2,375,000.00",,,,,"2,375,000.00","2,375,000.00","2,375,000.00","2,375,000.00",,"2,375,000.00","2,375,000.00","2,375,000.00","2,375,000.00","2,375,000.00","2,375,000.00",,,,,,,,,,,,,,
Griffin Blueprint,"2,350,000.00",,"2,350,000.00","2,350,000.00","2,350,000.00",,,,,,,,,,,,,,,,,,,,,,,"2,350,000.00",,
Warp Disrupt Probe Blueprint,"2,344,200.00",,"2,344,200.00","2,344,200.00",,"2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00","2,344,200.00",,,"2,344,200.00",,,"2,344,200.00",,
Maulus Blueprint,"2,325,000.00",,,,,,,,,,,,,,,,"2,325,000.00",,"2,325,000.00","2,325,000.00","2,325,000.00","2,325,000.00",,,,,,,,
Vigil Blueprint,"2,300,000.00",,,"2,300,000.00",,"2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00",,"2,300,000.00","2,300,000.00","2,300,000.00",,"2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00","2,300,000.00",,,,,,"2,300,000.00",,
Executioner Blueprint,"2,175,000.00",,,,,,,,"2,175,000.00",,"2,175,000.00","2,175,000.00","2,175,000.00",,,"2,175,000.00",,,,,,,,,,,,,,
Condor Blueprint,"2,150,000.00",,"2,150,000.00","2,150,000.00","2,150,000.00",,,,,,,,,,,,,,,,,,,,,,,"2,150,000.00",,
Drone Link Augmentor I Blueprint,"2,130,000.00",,"2,130,000.00",,,"2,130,000.00","2,130,000.00","2,130,000.00",,,,"2,130,000.00","2,130,000.00","2,130,000.00",,,,"2,130,000.00",,,"2,130,000.00",,,,,,,,,
Atron Blueprint,"2,125,000.00",,,,,,,,,,,,,,,,"2,125,000.00","2,125,000.00","2,125,000.00","2,125,000.00","2,125,000.00","2,125,000.00",,,,,,,,
Slasher Blueprint,"2,100,000.00",,"2,100,000.00","2,100,000.00",,"2,100,000.00","2,100,000.00","2,100,000.00","2,100,000.00",,"2,100,000.00","2,100,000.00","2,100,000.00",,"2,100,000.00","2,100,000.00","2,100,000.00","2,100,000.00","2,100,000.00","2,100,000.00","2,100,000.00","2,100,000.00",,,,,,"2,100,000.00",,
Dual 425mm AutoCannon I Blueprint,"2,000,000.00",,,,,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,,,,,,,,,,,
Dual Heavy Pulse Laser I Blueprint,"2,000,000.00",,,,,,,,"2,000,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,,,
Dual 250mm Railgun I Blueprint,"2,000,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,"2,000,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,,,"2,000,000.00",,
Microwave L Blueprint,"2,000,000.00",,,,,,,,"2,000,000.00",,"2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00","2,000,000.00",,,,,,,,,,,,,,
